Subgraph,4dp result,First 5 CPU Tensors,First 5 NPU Tensors
/model/layers.25/input_layernorm/output_3,passed 100,"['0.0895,0.0787,0.8183,0.3848,0.2479']","['0.0895,0.0787,0.8183,0.3848,0.2479']"
/model/layers.25/attn/o_proj/MatMul_Q4,failed 12,"['0.6791,-2.8654,-1.4685,2.7924,-0.1523']","['0.6787,-2.8652,-1.4688,2.7930,-0.1522']"
/model/layers.25/post_attention_layernorm/SkipLayerNorm_/model/layers.25/post_attention_layernorm/output_3,failed 10,"['0.9502,-2.8311,-0.8267,3.6963,0.4148']","['0.9497,-2.8301,-0.8267,3.6973,0.4146']"
/model/layers.25/post_attention_layernorm/SkipLayerNorm_,failed 0,['2.2492'],['2.2500']
/model/layers.25/post_attention_layernorm/SkipLayerNorm__1,failed 0,['0.6668'],['0.6665']
/model/layers.25/post_attention_layernorm/SkipLayerNorm_/model/layers.25/post_attention_layernorm/output_0,failed 21,"['0.2957,-0.8664,-0.2616,1.1794,0.1302']","['0.2954,-0.8662,-0.2615,1.1797,0.1301']"
/model/layers.25/mlp/gate_proj/MatMul_Q4,failed 6,"['-1.4495,0.6426,0.0973,0.8165,-1.0106']","['-1.4492,0.6431,0.0969,0.8164,-1.0098']"
/model/layers.25/mlp/act_fn/Sigmoid,failed 21,"['0.1901,0.6554,0.5243,0.6935,0.2669']","['0.1902,0.6553,0.5239,0.6934,0.2671']"
/model/layers.25/mlp/act_fn/Mul,failed 19,"['-0.2755,0.4212,0.0510,0.5662,-0.2697']","['-0.2756,0.4214,0.0508,0.5659,-0.2698']"
/model/layers.25/mlp/up_proj/MatMul_Q4,failed 5,"['0.0574,-0.6688,-0.5513,-0.1075,1.8673']","['0.0578,-0.6685,-0.5503,-0.1066,1.8672']"
/model/layers.25/mlp/Mul,failed 18,"['-0.0158,-0.2817,-0.0281,-0.0609,-0.5036']","['-0.0159,-0.2817,-0.0279,-0.0603,-0.5039']"
/model/layers.25/mlp/down_proj/MatMul_Q4,failed 1,"['-0.6998,4.2361,-2.6048,-2.0432,0.7722']","['-0.6973,4.2305,-2.6035,-2.0410,0.7725']"
/model/layers.26/input_layernorm/output_3,failed 1,"['0.2504,1.4050,-3.4315,1.6531,1.1869']","['0.2524,1.4004,-3.4297,1.6562,1.1875']"
/model/layers.26/input_layernorm/SkipLayerNorm_,failed 0,['6.5336'],['6.5234']
/model/layers.26/input_layernorm/SkipLayerNorm__1,failed 0,['0.3912'],['0.3914']
/model/layers.26/input_layernorm/SkipLayerNorm_/model/layers.26/input_layernorm/output_0,failed 5,"['0.0635,0.3650,-0.8128,0.4295,0.2793']","['0.0641,0.3638,-0.8125,0.4302,0.2795']"
/model/layers.26/attn/qkv_proj/MatMul/output_0,failed 3,"['-0.6109,0.8734,-0.3165,0.0853,0.4661']","['-0.6104,0.8730,-0.3167,0.0861,0.4651']"
