Subgraph,4dp result,First 5 CPU Tensors,First 5 NPU Tensors
/model/layers.9/input_layernorm/output_3,passed 100,"['0.0895,0.0787,0.8183,0.3848,0.2479']","['0.0895,0.0787,0.8183,0.3848,0.2479']"
/model/layers.9/attn/o_proj/MatMul_Q4,failed 16,"['-0.2783,0.6521,0.9875,-1.0216,-0.4084']","['-0.2786,0.6519,0.9873,-1.0215,-0.4087']"
/model/layers.9/post_attention_layernorm/SkipLayerNorm_/model/layers.9/post_attention_layernorm/output_3,failed 13,"['-0.0072,0.6865,1.6294,-0.1177,0.1587']","['-0.0076,0.6860,1.6289,-0.1177,0.1582']"
/model/layers.9/post_attention_layernorm/SkipLayerNorm_,failed 0,['1.2713'],['1.2715']
/model/layers.9/post_attention_layernorm/SkipLayerNorm__1,failed 0,['0.8869'],['0.8867']
/model/layers.9/post_attention_layernorm/SkipLayerNorm_/model/layers.9/post_attention_layernorm/output_0,failed 41,"['-0.0015,0.1344,0.3387,-0.0226,0.0326']","['-0.0015,0.1343,0.3386,-0.0226,0.0325']"
/model/layers.9/mlp/gate_proj/MatMul_Q4,failed 14,"['-0.6393,-0.2070,-0.7708,0.6298,-0.0060']","['-0.6392,-0.2069,-0.7710,0.6299,-0.0058']"
/model/layers.9/mlp/act_fn/Sigmoid,failed 29,"['0.3454,0.4484,0.3163,0.6525,0.4985']","['0.3455,0.4485,0.3162,0.6523,0.4985']"
/model/layers.9/mlp/act_fn/Mul,failed 30,"['-0.2208,-0.0928,-0.2438,0.4109,-0.0030']","['-0.2208,-0.0928,-0.2438,0.4109,-0.0029']"
/model/layers.9/mlp/up_proj/MatMul_Q4,failed 14,"['0.1742,0.2706,0.4804,1.4873,-0.4390']","['0.1744,0.2710,0.4805,1.4873,-0.4392']"
/model/layers.9/mlp/Mul,failed 48,"['-0.0385,-0.0251,-0.1171,0.6112,0.0013']","['-0.0385,-0.0251,-0.1171,0.6113,0.0013']"
/model/layers.9/mlp/down_proj/MatMul_Q4,failed 6,"['-1.0113,-0.7772,0.8278,-0.0647,1.2067']","['-1.0107,-0.7764,0.8267,-0.0652,1.2061']"
/model/layers.10/input_layernorm/output_3,failed 5,"['-1.0185,-0.0908,2.4572,-0.1824,1.3654']","['-1.0186,-0.0903,2.4551,-0.1829,1.3643']"
/model/layers.10/input_layernorm/SkipLayerNorm_,failed 0,['1.8057'],['1.8047']
/model/layers.10/input_layernorm/SkipLayerNorm__1,failed 0,['0.7442'],['0.7441']
/model/layers.10/input_layernorm/SkipLayerNorm_/model/layers.10/input_layernorm/output_0,failed 17,"['-0.2916,-0.0264,0.7179,-0.0498,0.3255']","['-0.2915,-0.0262,0.7173,-0.0500,0.3252']"
/model/layers.10/attn/qkv_proj/MatMul/output_0,failed 6,"['-0.5682,-0.4710,0.7261,-1.5071,-0.4942']","['-0.5684,-0.4712,0.7261,-1.5059,-0.4932']"
